show_id,type,title,director,casts,country,release_year,rating,duration,listed_in,description,Date_added_converted
s5085,MOVIE,"THE POLKA KING","MAYA FORBES","JACK BLACK, JENNY SLATE, JASON SCHWARTZMAN, JACKI WEAVER, J.B. SMOOVE, VANESSA BAYER, ROBERT CAPRON, WILLIE GARSON, LEW SCHNEIDER","UNITED STATES",2018,TV-14,"94 min","Comedies, Independent Movies","Determined to make it big in America, Polish-born bandleader Jan Lewan draws his fans into a Ponzi scheme in this comedy based on a true story.",2018-01-12
s8463,MOVIE,"THE POWER OF GRAYSKULL: THE DEFINITIVE HISTORY OF HE-MAN AND THE MASTERS OF THE UNIVERSE","RANDALL LOBB, ROBERT MCCALLUM",NULL,"CANADA, UNITED STATES",2017,TV-14,"96 min",Documentaries,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show.",2018-08-24
s1193,MOVIE,"THE PRESENT","FARAH NABULSI","SALEH BAKRI, MARYAM KANJ, MARYAM KAMIEL BASHA, AMEER KHLAWE, ALA' HANANI, MALAK ABU GHRAIBEH, KARAM ELAYYAN, LEILA MOUAMMAR, ANGIE SABA","UNITED KINGDOM,",2020,TV-MA,"24 min","Dramas, International Movies","Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank.",2021-03-18
s8464,MOVIE,"THE PRESIDENT'S BARBER","CHAN-SANG LIM","KANG-HO SONG, SO-RI MOON, JAE-EUNG LEE, YEONG-JIN JO, BYUNG-HO SON, YONG-SOO PARK, SEUNG-SOO RYU, JU-SANG YUN, GYU-SU JEONG, DAL-SU OH","SOUTH KOREA",2004,TV-MA,"116 min","Comedies, Dramas, International Movies","The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",2017-10-01
s4906,MOVIE,"THE PRICE OF SUCCESS","TEDDY LUSSI-MODESTE","TAHAR RAHIM, MAÏWENN LE BESCO, ROSCHDY ZEM, GRÉGOIRE COLIN, SULTAN, ALI MARHYAR, CAMILLE LELLOUCHE, SAÏDA BEKKOUCHE, MERIEM SERBAH, SALMA LAHMER",FRANCE,2017,TV-MA,"92 min","Dramas, International Movies","Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",2018-04-30
s8465,MOVIE,"THE PRINCE","BRIAN A. MILLER","JASON PATRIC, BRUCE WILLIS, JOHN CUSACK, RAIN, JESSICA LOWNDES, JOHNATHON SCHAECH, GIA MANTEGNA, 50 CENT","UNITED STATES, UNITED KINGDOM",2014,R,"91 min","Action & Adventure","A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.",2019-02-22
s8466,MOVIE,"THE PRINCE & ME","MARTHA COOLIDGE","JULIA STILES, LUKE MABLY, BEN MILLER, MIRANDA RICHARDSON, JAMES FOX, ALBERTA WATSON, JOHN BOURGEOIS, ZACHARY KNIGHTON, ELIZA BENNETT","UNITED STATES, CZECH REPUBLIC",2004,PG,"111 min","Comedies, Romantic Movies","A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito.",2020-10-01
s3185,"TV SHOW","THE PRINCE OF TENNIS ~ MATCH! TENNIS JUNIORS ~",NULL,"PENG YUCHANG, DONG LI, ZHANG YIJIE, XIE BINBIN, ZHU ZHILING, XU KE, WU XUDONG, LI HE, FAN LINFENG",CHINA,2019,TV-PG,"1 Season","International TV Shows, TV Dramas, Teen TV Shows","A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.",2019-12-04
s320,"TV SHOW","THE PRINCE WHO TURNS INTO A FROG",NULL,"JOE CHEN, MING DAO, SAM WANG, JOYCE CHAO, GINO, SU LI-HSIN, WANG CHUAN, EHLO HUANG",TAIWAN,2005,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.",2021-08-03
s8467,MOVIE,"THE PRINCESS AND THE FROG","RON CLEMENTS, JOHN MUSKER","ANIKA NONI ROSE, BRUNO CAMPOS, KEITH DAVID, MICHAEL-LEON WOOLEY, JENNIFER CODY, JIM CUMMINGS, PETER BARTLETT, JENIFER LEWIS, OPRAH WINFREY, TERRENCE HOWARD, JOHN GOODMAN, EMERIL LAGASSE, JUNE CHRISTOPHER, PAUL BRIGGS, ROB EDWARDS, JOHN KASSIR, FRED TATASCIORE, KIMBERLY RUSSELL, RIF HUTTON, RANDY NEWMAN, BRIDGET HOFFMAN, COREY BURTON, JOE WHYTE, MICHAEL COLYAR, BRUCE SMITH, TERRI DOUGLAS, CLAUDETTE WELLS, ROGER AARON BROWN, MONA MARSHALL, TERENCE BLANCHARD, KWESI BOAKYE, MICK WINGERT, DAVID COWGILL, PETER RENADAY, JOHN MUSKER, RITCHIE MONTGOMERY, JERRY KERNION, PHILIP PROCTOR, EDDIE FRIERSON","UNITED STATES",2009,G,"98 min","Children & Family Movies","In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",2019-07-16
s4387,MOVIE,"THE PRINCESS SWITCH",NULL,"VANESSA HUDGENS, SAM PALLADIO, NICK SAGAR, SUANNE BRAUN, MARK FLEISCHMANN, AMY GRIFFITHS, SARA STEWART, PAVEL DOUGLAS, ROBIN SOANS, CALLIOPE TAYLOR, NATALI YURA, ALEXA ADEOSUN","UNITED STATES",2018,TV-G,"102 min","Children & Family Movies, Dramas, Romantic Movies","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",2018-11-16
s1682,MOVIE,"THE PRINCESS SWITCH: SWITCHED AGAIN","MIKE ROHL","VANESSA HUDGENS, NICK SAGAR, SAM PALLADIO, MIA LLOYD, LACHLAN NIEBOER, RICKY NORWOOD, FLORENCE HALL, SUANNE BRAUN, MARK FLEISCHMANN","UNITED STATES",2020,TV-G,"97 min","Children & Family Movies, Comedies, Dramas","When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?",2020-11-19
s3840,"TV SHOW","THE PRINCESS WEIYOUNG",NULL,"TIFFANY TANG, LUO JIN, VANNESS WU, RACHEL MOMO, HSIN AI LEE",CHINA,2016,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas","A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.",2019-05-10
s8468,MOVIE,"THE PRISON","NA HYEON","SUK-KYU HAN, RAE-WON KIM, KYEONG-YEONG LEE, WOONG-IN JEONG, JAE-YUN JO, SUNG-ROK SHIN, KIM SUNG-KYUN, KWAK MIN-HO","SOUTH KOREA",2017,TV-MA,"125 min","Action & Adventure, Dramas, International Movies","A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.",2017-11-18
s1550,MOVIE,"THE PROFESSOR AND THE MADMAN","FARHAD SAFINIA","MEL GIBSON, SEAN PENN, NATALIE DORMER, EDDIE MARSAN, STEVE COOGAN, STEPHEN DILLANE, IOAN GRUFFUDD, JENNIFER EHLE, JEREMY IRVINE, DAVID O'HARA, ANTHONY ANDREWS","IRELAND, FRANCE, ICELAND, UNITED STATES, MEXICO, BELGIUM, UNITED KINGDOM, HONG KONG",2019,TV-14,"125 min","Dramas, Independent Movies","While working on the first Oxford English Dictionary, a scholar receives thousands of entries from a doctor with a lengthy vocabulary and dark secrets.",2020-12-15
s1561,MOVIE,"THE PROM","RYAN MURPHY","MERYL STREEP, JAMES CORDEN, NICOLE KIDMAN, KERRY WASHINGTON, ANDREW RANNELLS, KEEGAN-MICHAEL KEY, JO ELLEN PELLMAN, ARIANA DEBOSE, MARY KAY PLACE, KEVIN CHAMBERLIN, TRACEY ULLMAN, LOGAN RILEY, SOFIA DELER, NICO GREETHAM, NATHANIEL J. POTVIN","UNITED STATES",2020,PG-13,"132 min","Comedies, LGBTQ Movies, Music & Musicals","A group of down-on-their-luck Broadway stars shake up a small Indiana town as they rally behind a teen who just wants to attend prom with her girlfriend.",2020-12-11
s2638,MOVIE,"THE PROMISE","MOHAMED YASSIN","ASSER YASSIN, RUBY, GHASSAN MASSOUD, BASSEM SAMRA, AHMED AZMY",EGYPT,2008,TV-14,"110 min","Dramas, International Movies","When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge.",2020-04-25
s2079,"TV SHOW","THE PROMISED NEVERLAND",NULL,"SUMIRE MOROHOSHI, MAAYA UCHIDA, MARIYA ISE, YUHKO KAIDA, NAO FUJITA, SHINEI UEKI, LYNN, HIYORI KONO, SHIZUKA ISHIGAMI, AI KAYANO, MARI HINO, YUKO MORI, ARI OZAWA",JAPAN,2019,TV-14,"1 Season","Anime Series, International TV Shows, TV Thrillers","When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan.",2020-09-01
s2255,"TV SHOW","THE PROTECTOR",NULL,"ÇAĞATAY ULUSOY, AYÇA AYŞIN TURAN, HAZAR ERGÜÇLÜ, OKAN YALABIK, MEHMET KURTULUŞ, YURDAER OKUR",TURKEY,2020,TV-MA,"4 Seasons","International TV Shows, Romantic TV Shows, TV Action & Adventure","Discovering his ties to a secret ancient order, a young man living in modern Istanbul embarks on a quest to save the city from an immortal enemy.",2020-07-09
s8469,MOVIE,"THE PURSUIT","JOHN PAPOLA","ARTHUR BROOKS","UNITED STATES",2019,TV-14,"76 min",Documentaries,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",2019-08-07
s8470,MOVIE,"THE PURSUIT OF HAPPYNESS","GABRIELE MUCCINO","WILL SMITH, JADEN SMITH, THANDIE NEWTON, BRIAN HOWE, JAMES KAREN, DAN CASTELLANETA, KURT FULLER, TAKAYO FISCHER","UNITED STATES",2006,PG-13,"117 min",Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",2019-10-01
s8471,MOVIE,"THE PUSH","GRANT KORGAN, BRIAN NILES","GRANT KORGAN","UNITED STATES",2018,TV-MA,"90 min","Documentaries, Sports Movies","After a snowmobile accident paralyzed him, Grant Korgan became the first athlete with a spinal cord injury to push himself to the South Pole.",2019-06-07
s8472,"TV SHOW","THE PYRAMID CODE",NULL,"SALLY JENNINGS",CANADA,2009,TV-PG,"1 Season","Docuseries, Science & Nature TV","How was the scientific understanding of the ancients so advanced? A team of experts answers this and other questions in this fascinating series.",2016-02-08
s607,MOVIE,"THE QUEEN","STEPHEN FREARS","HELEN MIRREN, MICHAEL SHEEN, JAMES CROMWELL, HELEN MCCRORY, ALEX JENNINGS, ROGER ALLAM, SYLVIA SYMS, MARK BAZELEY","UNITED KINGDOM, UNITED STATES, FRANCE, ITALY",2006,PG-13,"103 min","Dramas, International Movies","After Princess Diana's death, Queen Elizabeth II and Tony Blair face public demands that she be memorialized in a manner beyond standard protocol.",2021-07-01
s2500,"TV SHOW","THE QUEEN AND THE CONQUEROR",NULL,"ESSINED APONTE, EMMANUEL ESPARZA, KEPA AMUCHASTEGUI, MANUEL NAVARRO, AROHA HAFEZ, ILENIA ANTONINI, ALEJANDRO RODRÍGUEZ, CRISTINA WARNER, JULIETTE ARRIETA, FERNANDO CAMPO, CAMILO JIMÉNEZ, JAIRO CAMARGO, ADELAIDA BUSCATO",COLOMBIA,2020,TV-14,"1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Years after Spanish conquistador Pedro de Heredia betrayed her people and broke her heart, indigenous woman Catalina reenters his life to get revenge.",2020-05-20
s4407,"TV SHOW","THE QUEEN OF FLOW",NULL,"CAROLINA RAMÍREZ, CARLOS TORRES, ANDRÉS SANDOVAL, ADRIANA ARANGO, MABEL MORENO, LUIS ALFREDO VELASCO, PACHO RUEDA, DIANA WISWELL, MARIANA GARZÓN, KIÑO, SEBASTIÁN SILVA, MARIANA GÓMEZ, MARÍA JOSÉ VARGAS, GUILLERMO BLANCO, JUAN MANUEL RESTREPO, ALEJANDRO OTERO, DAVID OJALVO",COLOMBIA,2018,TV-MA,"1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",2018-11-09
s1805,"TV SHOW","THE QUEEN'S GAMBIT",NULL,"ANYA TAYLOR-JOY, BILL CAMP, MARIELLE HELLER, THOMAS BRODIE-SANGSTER, MOSES INGRAM, HARRY MELLING, ISLA JOHNSTON, CHRISTIANE SEIDEL, REBECCA ROOT, CHLOE PIRRIE, JACOB FORTUNE-LLOYD","UNITED STATES",2020,TV-MA,"1 Season","TV Dramas","In a 1950s orphanage, a young girl reveals an astonishing talent for chess and begins an unlikely journey to stardom while grappling with addiction.",2020-10-23
s4912,MOVIE,"THE RACHEL DIVIDE","LAURA BROWNSON",NULL,"UNITED STATES",2018,TV-MA,"105 min",Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",2018-04-27
s286,MOVIE,"THE RAILWAY MAN","JONATHAN TEPLITZKY","COLIN FIRTH, NICOLE KIDMAN, JEREMY IRVINE, STELLAN SKARSGÅRD, SAM REID, HIROYUKI SANADA, MICHAEL MACKENZIE, TOM STOKES","SWITZERLAND, UNITED KINGDOM, AUSTRALIA",2013,R,"108 min","Dramas, International Movies","Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",2021-08-11
s2163,"TV SHOW","THE RAIN",NULL,"ALBA AUGUST, LUCAS LYNGGAARD TØNNESEN, MIKKEL BOE FØLSGAARD, LUKAS LØKKEN, JESSICA DINNAGE, SONNY LINDBERG, ANGELA BUNDALOVIC, LARS SIMONSEN","DENMARK, UNITED STATES",2020,TV-MA,"3 Seasons","International TV Shows, TV Dramas, TV Mysteries","Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers.",2020-08-06
s8473,MOVIE,"THE RAINBOW TROOPS","RIRI RIZA","CUT MINI THEO, IKRANAGARA, LUKMAN SARDI, ARIO BAYU, TORA SUDIRO",INDONESIA,2008,TV-PG,"119 min","Children & Family Movies, Dramas, International Movies","Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.",2018-10-21
s8474,MOVIE,"THE RAINMAKER","FRANCIS FORD COPPOLA","MATT DAMON, DANNY DEVITO, CLAIRE DANES, JON VOIGHT, MARY KAY PLACE, DEAN STOCKWELL, TERESA WRIGHT, VIRGINIA MADSEN, MICKEY ROURKE, ANDREW SHUE","UNITED STATES, GERMANY",1997,PG-13,"136 min","Dramas, Thrillers","A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.",2019-11-20
s2995,"TV SHOW","THE RANCH",NULL,"ASHTON KUTCHER, SAM ELLIOTT, DEBRA WINGER, ELISHA CUTHBERT, KELLI GOSS, WILMER VALDERRAMA, DANNY MASTERSON","UNITED STATES",2020,TV-MA,"8 Seasons","TV Comedies, TV Dramas","Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",2020-01-24
s8475,"TV SHOW","THE RAP GAME",NULL,"JERMAINE DUPRI","UNITED STATES",2016,TV-14,"1 Season","Reality TV","Young lyricists between the ages of 12 and 16 compete for a chance to sign to Jermaine Dupri's label while being mentored by hip-hop and R&B's finest.",2019-09-15
s8476,MOVIE,"THE RAT RACE","MIRIAM CHANDY MENACHERRY",NULL,INDIA,2010,TV-PG,"52 min","Documentaries, International Movies","Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population.",2017-01-01
s693,"TV SHOW","THE RATIONAL LIFE","HSU FU-CHUN","QIN LAN, DYLAN WANG, LI ZONGHAN, BAO WENJING, PAN HONG, CHEN PENGWANLI, LIN XINYI, KANG KANG, WEI YIBO, HE BIN",NULL,2021,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Dramas","A career-driven 30-something must contend with a cutthroat workplace, a love triangle and her nagging mom.",2021-06-18
s8477,"TV SHOW","THE REAL FOOTBALL FACTORIES",NULL,"DANNY DYER","UNITED KINGDOM",2006,TV-MA,"1 Season","British TV Shows, Docuseries, International TV Shows","Examine the troubling history of football hooliganism and hear from real hooligans about their bitter rivalries and rowdiest brawls.",2017-12-29
s8478,MOVIE,"THE REAL MIYAGI","KEVIN DEREK","FUMIO DEMURA","UNITED STATES, CANADA, JAPAN, PANAMA",2015,TV-PG,"81 min","Documentaries, Sports Movies","A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood.",2017-06-16
s725,MOVIE,"THE REASON I JUMP","JERRY ROTHWELL",NULL,"UNITED STATES, UNITED KINGDOM",2021,TV-14,"82 min",Documentaries,"The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.",2021-06-15
s8479,MOVIE,"THE REBOUND","SHAINA ALLEN","ORLANDO CARRILLO, MARIO MORAN, JEREMIE PHENOM THOMAS","UNITED STATES",2016,TV-MA,"77 min","Documentaries, Sports Movies","This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship.",2019-02-28
s5621,MOVIE,"THE RECONQUEST","JONÁS TRUEBA","FRANCESCO CARRIL, ITSASO ARANA, CANDELA RECIO, PABLO HOYOS, AURA GARRIDO",SPAIN,2016,TV-MA,"108 min","Dramas, International Movies, Romantic Movies","Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future.",2017-02-01
s3635,MOVIE,"THE RED SEA DIVING RESORT","GIDEON RAFF","CHRIS EVANS, MICHAEL KENNETH WILLIAMS, HALEY BENNETT, ALESSANDRO NIVOLA, MICHIEL HUISMAN, ALEX HASSELL, MARK IVANIR, CHRIS CHALK, GREG KINNEAR, BEN KINGSLEY",CANADA,2019,TV-MA,"130 min","Dramas, Thrillers","Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.",2019-07-31
s8480,MOVIE,"THE REDEEMED AND THE DOMINANT: FITTEST ON EARTH","HEBER CANNON, MARIAH MOORE, MARSTON SAWYERS",NULL,"UNITED STATES",2017,TV-14,"120 min","Documentaries, Sports Movies","Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games.",2018-07-01
s8481,MOVIE,"THE REHEARSAL","ALISON MACLEAN","JAMES ROLLESTON, KERRY FOX, ELLA EDWARDS, ALICE ENGLERT","NEW ZEALAND",2016,TV-MA,"102 min","Dramas, Independent Movies, International Movies","A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.",2018-01-01
s2623,MOVIE,"THE RELIANT","PAUL MUNGER","KEVIN SORBO, MOLLEE GRAY, ERIC ROBERTS, BRIAN BOSWORTH, JULIA DENTON, BLAKE BURT, MARISA LYNAE HAMPTON, JOSH MURRAY, KIERA STRAUSS, TYLER SANDERS","UNITED STATES",2019,PG-13,"116 min","Dramas, Faith & Spirituality","When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",2020-04-28
s2220,MOVIE,"THE REMIX: HIP HOP X FASHION","LISA CORTÉS, FARAH X",NULL,"UNITED STATES",2019,TV-MA,"67 min","Documentaries, Music & Musicals","This documentary profiles Black visionaries in fashion who rewrote narratives on the runway and turned hip-hop style into a global phenomenon.",2020-07-22
s1629,"TV SHOW","THE REPAIR SHOP",NULL,NULL,"UNITED KINGDOM",2018,TV-PG,"1 Season","British TV Shows, Reality TV","Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.",2020-12-01
s8482,MOVIE,"THE REPUBLIC OF IMBABA","AHMED AL-BADRY","BASSEM SAMRA, OLA GHANEM, AHMAD WAFIQ, FERYAL YOUSSEF, AYMAN KANDIL, INAS EZZ EL DIN, MOHAMED FAROUK",NULL,2015,TV-14,"90 min","Dramas, International Movies","Living on the edges of Cairo’s Embabah neighborhood, several residents seek to better their circumstances following the January 25 Revolution.",2019-06-06
s5086,MOVIE,"THE RESERVOIR GAME","CHOI JIN-SEONG",NULL,"SOUTH KOREA",2017,TV-MA,"100 min","Documentaries, International Movies","An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2018-01-12
s4650,MOVIE,"THE RESISTANCE BANKER","JORAM LÜRSEN","BARRY ATSMA, JACOB DERWIG, PIERRE BOKMA, JAAP SPIJKERS, RAYMOND THIRY, FOCKELINE OUWERKERK, MATTEO VAN DER GRIJN, JOCHUM TEN HAAF, PETER JORDAN, GÖTZ SCHUBERT",NETHERLANDS,2018,TV-MA,"123 min","Dramas, International Movies","Risking his family and future, a banker in occupied Amsterdam slows the Nazi war machine by creating an underground bank to fund the resistance.",2018-09-11
s1308,MOVIE,"THE RESURRECTION OF GAVIN STONE","DALLAS JENKINS","BRETT DALTON, ANJELAH JOHNSON-REYES, D.B. SWEENEY, NEIL FLYNN, SHAWN MICHAELS, PATRICK GAGNON, TIM FRANK, TARA RIOS, LIAM MATTHEWS, MARY THORNTON","UNITED STATES",2017,PG,"92 min","Children & Family Movies, Comedies, Dramas","After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.",2021-02-16
s8483,"TV SHOW","THE RETURNED",NULL,"ANNE COSIGNY, FRÉDÉRIC PIERROT, CLOTILDE HESME, CÉLINE SALLETTE, SAMIR GUESMI, GUILLAUME GOUIX, JEAN-FRANCOIS SIVADIER, ALIX POISSON, JENNA THIAM, GRÉGORY GADEBOIS, PIERRE PERRIER, YARA PILARTZ, SWANN NAMBOTIN, ANA GIRARDOT, BRUNE MARTIN, BERTRAND CONSTANT, MATILA MALLIARAKIS, CONSTANCE DOLLÉ, LAETITIA DE FOMBELLE, SIMON EHRLACHER, VINCENT TROUILLEUX, JÉRÔME KIRCHER, GUILLAUME MARQUET, ALMA ARNAL, JULIEN BOURDEL, FRANÇOIS BRIAULT, GILLES CHABRIER, AKSEL USTUN, ALAIN BLAZQUEZ",FRANCE,2015,TV-MA,"1 Season","International TV Shows, TV Dramas, TV Horror","On returning home and finding they're believed to be dead, a collection of near-strangers from the same village try to find a reason for their plight.",2019-02-17
s8484,MOVIE,"THE REZORT","STEVE BARKER","DOUGRAY SCOTT, JESSICA DE GOUW, MARTIN MCCANN, JASSA AHLUWALIA, ELEN RHYS, CLAIRE GOOSE","UNITED KINGDOM, SPAIN, BELGIUM",2016,TV-MA,"90 min","Horror Movies, International Movies","After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails.",2017-01-16
s5880,MOVIE,"THE RIDICULOUS 6","FRANK CORACI","ADAM SANDLER, TERRY CREWS, JORGE GARCIA, TAYLOR LAUTNER, ROB SCHNEIDER, LUKE WILSON, WILL FORTE, STEVE ZAHN, HARVEY KEITEL, NICK NOLTE, JON LOVITZ, WHITNEY CUMMINGS, DAVID SPADE, DANNY TREJO, NICK SWARDSON, BLAKE SHELTON, VANILLA ICE, JULIA JONES, SAGINAW GRANT, LAVELL CRAWFORD, STEVE BUSCEMI","UNITED STATES",2015,TV-14,"120 min","Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.",2015-12-11
s8485,MOVIE,"THE RIFT: THE DARK SIDE OF THE MOON","DEJAN ZEČEVIĆ","KEN FOREE, KATARINA ČAS, DRAGAN MIĆANOVIĆ, MONTE MARKHAM, DENIS MURIĆ, MIROLJUB LEŠO, SONJA VUKIĆEVIĆ, RATKO TURČINOVIĆ, MICK GARRIS","SERBIA, SOUTH KOREA, SLOVENIA",2016,TV-MA,"92 min","Horror Movies, Independent Movies, Sci-Fi & Fantasy","When a team of special agents is sent to recover the wreckage of a downed satellite in Serbia, their mission takes a horrifying turn.",2018-02-26
s8486,MOVIE,"THE RIGHT ONE","HADI EL BAGOURY","HANI SALAMA, BASMA AHMAD, RANIA YOUSEF, KINDA ALLOUCH, YASMIN RAEIS, AMR YOUSSEF, ZIZI EL-BADRAWY",EGYPT,2011,TV-14,"93 min","Dramas, International Movies, Romantic Movies","Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife.",2019-06-13
s8487,MOVIE,"THE RING","GORE VERBINSKI","NAOMI WATTS, MARTIN HENDERSON, DAVID DORFMAN, BRIAN COX, JANE ALEXANDER, LINDSAY FROST, AMBER TAMBLYN, RACHAEL BELLA, DAVEIGH CHASE, SHANNON COCHRAN","UNITED STATES",2002,PG-13,"116 min","Horror Movies, Thrillers","A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?",2020-01-01
s8488,MOVIE,"THE RIOT CLUB","LONE SCHERFIG","SAM CLAFLIN, MAX IRONS, DOUGLAS BOOTH, JESSICA BROWN FINDLAY, HOLLIDAY GRAINGER, NATALIE DORMER, OLLY ALEXANDER, MATTHEW BEARD, GORDON BROWN, JACK FARTHING, FREDDIE FOX","UNITED KINGDOM",2014,R,"107 min","Dramas, International Movies","After being drafted into an elite secret society, a pair of students at Oxford University see the group's extreme debauchery spiral out of control.",2017-03-16
s1542,"TV SHOW","THE RIPPER","ELLENA WOOD, JESSE VILE",NULL,"UNITED KINGDOM",2020,TV-MA,"1 Season","British TV Shows, Crime TV Shows, Docuseries","In the late 1970s, British police struggle to identify — let alone capture — the serial killer known throughout the world as the Yorkshire Ripper.",2020-12-16
s4644,"TV SHOW","THE RISE OF PHOENIXES",NULL,"CHEN KUN, NI NI, ZHAO LIXIN, NI DAHONG, YUAN HONG, WANG OU, BAI JINTING, ZHANG XIAOCHEN, MEI TING, LIU MINTAO, YU MINGJIA, HOU YANSONG, HAI YITIAN, SHI AN, SHAO TONG",CHINA,2018,TV-14,"1 Season","International TV Shows, Romantic TV Shows, TV Action & Adventure","When a secret from the past rears its head, a respected court scholar must choose between avenging her family and staying true to the prince she loves.",2018-09-14
s5043,MOVIE,"THE RITUAL","DAVID BRUCKNER","RAFE SPALL, ARSHER ALI, ROBERT JAMES-COLLIER, SAM TROUGHTON","UNITED KINGDOM, CANADA",2018,TV-MA,"95 min","Horror Movies, International Movies, Thrillers","Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return.",2018-02-09
s231,MOVIE,"THE RIVER RUNNER","RUSH STURGES",NULL,NULL,2021,TV-MA,"86 min","Documentaries, Sports Movies","In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",2021-08-25
s8489,MOVIE,"THE RIVER THIEF","N.D. WILSON","JOEL COURTNEY, TOMMY CASH, PAUL JOHANSSON, BAS RUTTEN, RALEIGH CAIN, DAVID SHANNON","UNITED STATES",2016,UR,"87 min","Dramas, Independent Movies","A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy.",2017-01-14
s8490,MOVIE,"THE RIVER WILD","CURTIS HANSON","MERYL STREEP, KEVIN BACON, DAVID STRATHAIRN, JOSEPH MAZZELLO, JOHN C. REILLY, BENJAMIN BRATT, ELIZABETH HOFFMAN, WILLIAM LUCKING, DIANE DELANO","UNITED STATES",1994,PG-13,"111 min","Action & Adventure","A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.",2018-09-01
